,name,position,contacts_full_info,type_of_contact,links
186,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
187,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
188,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
189,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
190,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
191,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
192,Nezahat Baradari,SPD,"{'www.nezahat-baradari.de': 'https://www.nezahat-baradari.de/', 'Facebook': 'https://www.facebook.com/Baradari2017'}","www.nezahat-baradari.de , Facebook","https://www.nezahat-baradari.de/ , https://www.facebook.com/Baradari2017"
193,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
194,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
195,Doris Barnett,SPD,{'doris-barnett.de': 'http://www.Doris-Barnett.de'},doris-barnett.de,http://www.Doris-Barnett.de
196,Simone Barrientos,The Left Party,"{'simone-barrientos.de': 'http://simone-barrientos.de/', 'Facebook': 'https://www.facebook.com/simonebarrientosseite/'}","simone-barrientos.de , Facebook","http://simone-barrientos.de/ , https://www.facebook.com/simonebarrientosseite/"
197,Norbert Barthle,CDU/CSU,{'barthle.de': 'http://www.barthle.de'},barthle.de,http://www.barthle.de
198,Matthias Bartke,SPD,{'Wahlkreis 019: Hamburg-Altona': '?wknr=019#scroll=mod'},Wahlkreis 019: Hamburg-Altona,?wknr=019#scroll=mod
199,Sören Bartol,SPD,{'bartol.de': 'http://www.bartol.de/'},bartol.de,http://www.bartol.de/
200,Niels Annen,SPD,{'nielsannen.de': 'http://www.nielsannen.de'},nielsannen.de,http://www.nielsannen.de
201,Ingrid Arndt-Brauer,SPD,{'arndt-brauer.de': 'http://www.arndt-brauer.de'},arndt-brauer.de,http://www.arndt-brauer.de
202,Christine Aschenberg-Dugnus,FDP,"{'caschenbergdugnus.abgeordnete.fdpbt.de': 'https://caschenbergdugnus.abgeordnete.fdpbt.de/', 'Facebook': 'https://www.facebook.com/AschenbergDugnusMdB/', 'Twitter': 'https://twitter.com/cad59?lang=de', 'Instagram': 'https://www.instagram.com/aschenbergdugnus/?hl=de'}","caschenbergdugnus.abgeordnete.fdpbt.de , Facebook , Twitter , Instagram","https://caschenbergdugnus.abgeordnete.fdpbt.de/ , https://www.facebook.com/AschenbergDugnusMdB/ , https://twitter.com/cad59?lang=de , https://www.instagram.com/aschenbergdugnus/?hl=de"
203,Artur Auernhammer,CDU/CSU,{'Facebook': 'https://www.facebook.com/AuernhammerMdB'},Facebook,https://www.facebook.com/AuernhammerMdB
204,Peter Aumer,CDU/CSU,"{'peter-aumer.de': 'http://www.peter-aumer.de/', 'Facebook': 'https://www.facebook.com/PeAumer/'}","peter-aumer.de , Facebook","http://www.peter-aumer.de/ , https://www.facebook.com/PeAumer/"
205,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
206,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
207,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
208,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
209,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
210,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
211,Nezahat Baradari,SPD,"{'www.nezahat-baradari.de': 'https://www.nezahat-baradari.de/', 'Facebook': 'https://www.facebook.com/Baradari2017'}","www.nezahat-baradari.de , Facebook","https://www.nezahat-baradari.de/ , https://www.facebook.com/Baradari2017"
212,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
213,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
214,Doris Barnett,SPD,{'doris-barnett.de': 'http://www.Doris-Barnett.de'},doris-barnett.de,http://www.Doris-Barnett.de
215,Simone Barrientos,The Left Party,"{'simone-barrientos.de': 'http://simone-barrientos.de/', 'Facebook': 'https://www.facebook.com/simonebarrientosseite/'}","simone-barrientos.de , Facebook","http://simone-barrientos.de/ , https://www.facebook.com/simonebarrientosseite/"
216,Norbert Barthle,CDU/CSU,{'barthle.de': 'http://www.barthle.de'},barthle.de,http://www.barthle.de
217,Matthias Bartke,SPD,{'Wahlkreis 019: Hamburg-Altona': '?wknr=019#scroll=mod'},Wahlkreis 019: Hamburg-Altona,?wknr=019#scroll=mod
218,Sören Bartol,SPD,{'bartol.de': 'http://www.bartol.de/'},bartol.de,http://www.bartol.de/
219,Dr. Dietmar Bartsch,The Left Party,"{'dietmar-bartsch.de': 'http://www.dietmar-bartsch.de/', 'Facebook': 'http://www.facebook.com/DietmarBartschMdB/', 'Twitter': 'http://www.twitter.com/DietmarBartsch'}","dietmar-bartsch.de , Facebook , Twitter","http://www.dietmar-bartsch.de/ , http://www.facebook.com/DietmarBartschMdB/ , http://www.twitter.com/DietmarBartsch"
220,Ingrid Arndt-Brauer,SPD,{'arndt-brauer.de': 'http://www.arndt-brauer.de'},arndt-brauer.de,http://www.arndt-brauer.de
221,Christine Aschenberg-Dugnus,FDP,"{'caschenbergdugnus.abgeordnete.fdpbt.de': 'https://caschenbergdugnus.abgeordnete.fdpbt.de/', 'Facebook': 'https://www.facebook.com/AschenbergDugnusMdB/', 'Twitter': 'https://twitter.com/cad59?lang=de', 'Instagram': 'https://www.instagram.com/aschenbergdugnus/?hl=de'}","caschenbergdugnus.abgeordnete.fdpbt.de , Facebook , Twitter , Instagram","https://caschenbergdugnus.abgeordnete.fdpbt.de/ , https://www.facebook.com/AschenbergDugnusMdB/ , https://twitter.com/cad59?lang=de , https://www.instagram.com/aschenbergdugnus/?hl=de"
222,Artur Auernhammer,CDU/CSU,{'Facebook': 'https://www.facebook.com/AuernhammerMdB'},Facebook,https://www.facebook.com/AuernhammerMdB
223,Peter Aumer,CDU/CSU,"{'peter-aumer.de': 'http://www.peter-aumer.de/', 'Facebook': 'https://www.facebook.com/PeAumer/'}","peter-aumer.de , Facebook","http://www.peter-aumer.de/ , https://www.facebook.com/PeAumer/"
224,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
225,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
226,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
227,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
228,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
229,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
230,Nezahat Baradari,SPD,"{'www.nezahat-baradari.de': 'https://www.nezahat-baradari.de/', 'Facebook': 'https://www.facebook.com/Baradari2017'}","www.nezahat-baradari.de , Facebook","https://www.nezahat-baradari.de/ , https://www.facebook.com/Baradari2017"
231,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
232,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
233,Doris Barnett,SPD,{'doris-barnett.de': 'http://www.Doris-Barnett.de'},doris-barnett.de,http://www.Doris-Barnett.de
234,Simone Barrientos,The Left Party,"{'simone-barrientos.de': 'http://simone-barrientos.de/', 'Facebook': 'https://www.facebook.com/simonebarrientosseite/'}","simone-barrientos.de , Facebook","http://simone-barrientos.de/ , https://www.facebook.com/simonebarrientosseite/"
235,Norbert Barthle,CDU/CSU,{'barthle.de': 'http://www.barthle.de'},barthle.de,http://www.barthle.de
236,Matthias Bartke,SPD,{'Wahlkreis 019: Hamburg-Altona': '?wknr=019#scroll=mod'},Wahlkreis 019: Hamburg-Altona,?wknr=019#scroll=mod
237,Sören Bartol,SPD,{'bartol.de': 'http://www.bartol.de/'},bartol.de,http://www.bartol.de/
238,Dr. Dietmar Bartsch,The Left Party,"{'dietmar-bartsch.de': 'http://www.dietmar-bartsch.de/', 'Facebook': 'http://www.facebook.com/DietmarBartschMdB/', 'Twitter': 'http://www.twitter.com/DietmarBartsch'}","dietmar-bartsch.de , Facebook , Twitter","http://www.dietmar-bartsch.de/ , http://www.facebook.com/DietmarBartschMdB/ , http://www.twitter.com/DietmarBartsch"
239,Bärbel Bas,SPD,{'baerbelbas.de': 'http://www.baerbelbas.de/'},baerbelbas.de,http://www.baerbelbas.de/
240,Christine Aschenberg-Dugnus,FDP,"{'caschenbergdugnus.abgeordnete.fdpbt.de': 'https://caschenbergdugnus.abgeordnete.fdpbt.de/', 'Facebook': 'https://www.facebook.com/AschenbergDugnusMdB/', 'Twitter': 'https://twitter.com/cad59?lang=de', 'Instagram': 'https://www.instagram.com/aschenbergdugnus/?hl=de'}","caschenbergdugnus.abgeordnete.fdpbt.de , Facebook , Twitter , Instagram","https://caschenbergdugnus.abgeordnete.fdpbt.de/ , https://www.facebook.com/AschenbergDugnusMdB/ , https://twitter.com/cad59?lang=de , https://www.instagram.com/aschenbergdugnus/?hl=de"
241,Artur Auernhammer,CDU/CSU,{'Facebook': 'https://www.facebook.com/AuernhammerMdB'},Facebook,https://www.facebook.com/AuernhammerMdB
242,Peter Aumer,CDU/CSU,"{'peter-aumer.de': 'http://www.peter-aumer.de/', 'Facebook': 'https://www.facebook.com/PeAumer/'}","peter-aumer.de , Facebook","http://www.peter-aumer.de/ , https://www.facebook.com/PeAumer/"
243,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
244,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
245,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
246,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
247,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
248,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
249,Nezahat Baradari,SPD,"{'www.nezahat-baradari.de': 'https://www.nezahat-baradari.de/', 'Facebook': 'https://www.facebook.com/Baradari2017'}","www.nezahat-baradari.de , Facebook","https://www.nezahat-baradari.de/ , https://www.facebook.com/Baradari2017"
250,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
251,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
252,Doris Barnett,SPD,{'doris-barnett.de': 'http://www.Doris-Barnett.de'},doris-barnett.de,http://www.Doris-Barnett.de
253,Simone Barrientos,The Left Party,"{'simone-barrientos.de': 'http://simone-barrientos.de/', 'Facebook': 'https://www.facebook.com/simonebarrientosseite/'}","simone-barrientos.de , Facebook","http://simone-barrientos.de/ , https://www.facebook.com/simonebarrientosseite/"
254,Norbert Barthle,CDU/CSU,{'barthle.de': 'http://www.barthle.de'},barthle.de,http://www.barthle.de
255,Matthias Bartke,SPD,{'Wahlkreis 019: Hamburg-Altona': '?wknr=019#scroll=mod'},Wahlkreis 019: Hamburg-Altona,?wknr=019#scroll=mod
256,Sören Bartol,SPD,{'bartol.de': 'http://www.bartol.de/'},bartol.de,http://www.bartol.de/
257,Dr. Dietmar Bartsch,The Left Party,"{'dietmar-bartsch.de': 'http://www.dietmar-bartsch.de/', 'Facebook': 'http://www.facebook.com/DietmarBartschMdB/', 'Twitter': 'http://www.twitter.com/DietmarBartsch'}","dietmar-bartsch.de , Facebook , Twitter","http://www.dietmar-bartsch.de/ , http://www.facebook.com/DietmarBartschMdB/ , http://www.twitter.com/DietmarBartsch"
258,Bärbel Bas,SPD,{'baerbelbas.de': 'http://www.baerbelbas.de/'},baerbelbas.de,http://www.baerbelbas.de/
259,Nicole Bauer,FDP,"{'fdp-nicole-bauer.de': 'http://fdp-nicole-bauer.de/', 'Facebook': 'https://www.facebook.com/bauer.nicole.fdp/', 'Twitter': 'http://www.twitter.com/nicole_ae_bauer', 'Instagram': 'http://www.instagram.com/nicole_ae_bauer'}","fdp-nicole-bauer.de , Facebook , Twitter , Instagram","http://fdp-nicole-bauer.de/ , https://www.facebook.com/bauer.nicole.fdp/ , http://www.twitter.com/nicole_ae_bauer , http://www.instagram.com/nicole_ae_bauer"
260,Artur Auernhammer,CDU/CSU,{'Facebook': 'https://www.facebook.com/AuernhammerMdB'},Facebook,https://www.facebook.com/AuernhammerMdB
261,Peter Aumer,CDU/CSU,"{'peter-aumer.de': 'http://www.peter-aumer.de/', 'Facebook': 'https://www.facebook.com/PeAumer/'}","peter-aumer.de , Facebook","http://www.peter-aumer.de/ , https://www.facebook.com/PeAumer/"
262,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
263,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
264,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
265,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
266,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
267,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
268,Nezahat Baradari,SPD,"{'www.nezahat-baradari.de': 'https://www.nezahat-baradari.de/', 'Facebook': 'https://www.facebook.com/Baradari2017'}","www.nezahat-baradari.de , Facebook","https://www.nezahat-baradari.de/ , https://www.facebook.com/Baradari2017"
269,Thomas Bareiß,CDU/CSU,"{'thomas-bareiss.de': 'http://www.thomas-bareiss.de', 'Twitter': 'https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor', 'Facebook': 'https://www.facebook.com/thomas.bareiss', 'Instagram': 'https://www.instagram.com/thomasbareiss/'}","thomas-bareiss.de , Twitter , Facebook , Instagram","http://www.thomas-bareiss.de , https://twitter.com/Thomas_Bareiss?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor , https://www.facebook.com/thomas.bareiss , https://www.instagram.com/thomasbareiss/"
270,Katarina Barley,SPD,{'Wahlkreis 203: Trier': '?wknr=203#scroll=mod'},Wahlkreis 203: Trier,?wknr=203#scroll=mod
271,Doris Barnett,SPD,{'doris-barnett.de': 'http://www.Doris-Barnett.de'},doris-barnett.de,http://www.Doris-Barnett.de
272,Simone Barrientos,The Left Party,"{'simone-barrientos.de': 'http://simone-barrientos.de/', 'Facebook': 'https://www.facebook.com/simonebarrientosseite/'}","simone-barrientos.de , Facebook","http://simone-barrientos.de/ , https://www.facebook.com/simonebarrientosseite/"
273,Norbert Barthle,CDU/CSU,{'barthle.de': 'http://www.barthle.de'},barthle.de,http://www.barthle.de
274,Matthias Bartke,SPD,{'Wahlkreis 019: Hamburg-Altona': '?wknr=019#scroll=mod'},Wahlkreis 019: Hamburg-Altona,?wknr=019#scroll=mod
275,Sören Bartol,SPD,{'bartol.de': 'http://www.bartol.de/'},bartol.de,http://www.bartol.de/
276,Dr. Dietmar Bartsch,The Left Party,"{'dietmar-bartsch.de': 'http://www.dietmar-bartsch.de/', 'Facebook': 'http://www.facebook.com/DietmarBartschMdB/', 'Twitter': 'http://www.twitter.com/DietmarBartsch'}","dietmar-bartsch.de , Facebook , Twitter","http://www.dietmar-bartsch.de/ , http://www.facebook.com/DietmarBartschMdB/ , http://www.twitter.com/DietmarBartsch"
277,Bärbel Bas,SPD,{'baerbelbas.de': 'http://www.baerbelbas.de/'},baerbelbas.de,http://www.baerbelbas.de/
278,Nicole Bauer,FDP,"{'fdp-nicole-bauer.de': 'http://fdp-nicole-bauer.de/', 'Facebook': 'https://www.facebook.com/bauer.nicole.fdp/', 'Twitter': 'http://www.twitter.com/nicole_ae_bauer', 'Instagram': 'http://www.instagram.com/nicole_ae_bauer'}","fdp-nicole-bauer.de , Facebook , Twitter , Instagram","http://fdp-nicole-bauer.de/ , https://www.facebook.com/bauer.nicole.fdp/ , http://www.twitter.com/nicole_ae_bauer , http://www.instagram.com/nicole_ae_bauer"
279,Bernd Baumann,AfD,"{'bernd-baumann.de': 'https://www.bernd-baumann.de/', 'Twitter': 'https://twitter.com/BerndBaumannAfD', 'Facebook': 'https://www.facebook.com/Dr.Bernd.Baumann/', 'Youtube': 'https://www.youtube.com/channel/UC0gowAwNIqEOMVSuXdJHJOw'}","bernd-baumann.de , Twitter , Facebook , Youtube","https://www.bernd-baumann.de/ , https://twitter.com/BerndBaumannAfD , https://www.facebook.com/Dr.Bernd.Baumann/ , https://www.youtube.com/channel/UC0gowAwNIqEOMVSuXdJHJOw"
280,Peter Aumer,CDU/CSU,"{'peter-aumer.de': 'http://www.peter-aumer.de/', 'Facebook': 'https://www.facebook.com/PeAumer/'}","peter-aumer.de , Facebook","http://www.peter-aumer.de/ , https://www.facebook.com/PeAumer/"
281,Bela Bach,SPD,"{'Facebook': 'https://www.facebook.com/BelaBachSPD/', 'Twitter': 'https://twitter.com/bela_bach', 'Instagram': 'https://www.instagram.com/bela_bach/'}","Facebook , Twitter , Instagram","https://www.facebook.com/BelaBachSPD/ , https://twitter.com/bela_bach , https://www.instagram.com/bela_bach/"
282,Lisa Badum,Alliance 90/The Greens,"{'lisa-badum.de': 'http://www.lisa-badum.de/', 'Facebook': 'https://www.facebook.com/BadumLisa/', 'Twitter': 'https://twitter.com/badulrichmartha', 'Instagram': 'https://www.instagram.com/badumlisa/?hl=de'}","lisa-badum.de , Facebook , Twitter , Instagram","http://www.lisa-badum.de/ , https://www.facebook.com/BadumLisa/ , https://twitter.com/badulrichmartha , https://www.instagram.com/badumlisa/?hl=de"
283,Heike Baehrens,SPD,{'heike-baehrens.de': 'http://www.heike-baehrens.de'},heike-baehrens.de,http://www.heike-baehrens.de
284,Dorothee Bär,CDU/CSU,{'dorothee-baer.de': 'https://dorothee-baer.de/'},dorothee-baer.de,https://dorothee-baer.de/
285,Annalena Baerbock,Alliance 90/The Greens,{'Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II': '?wknr=061#scroll=mod'},Wahlkreis 061: Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II,?wknr=061#scroll=mod
286,Ulrike Bahr,SPD,{'Wahlkreis 252: Augsburg-Stadt': '?wknr=252#scroll=mod'},Wahlkreis 252: Augsburg-Stadt,?wknr=252#scroll=mod
