,name,link,city,country,rating,description
66,Badian Island Resort and SPA 5*,https://www.tury.ru/hotel/id/36329-badian-island-resort-and-spa-cebu-island-philippines?mpdf=&mpdt=&mpnf=0&mpnt=0,Себу (остров),Филиппины,9.30,"Отель Badian Island Resort and SPA 5* (Бадиан Айланд Резорт энд СПА 5*) - живописно расположен на экзотическом побережье залива Бадиан на юго-западной оконечности острова Себу. Выходящие на белый песчаный пляж, 42 роскошных и просторных сюита (включая Виллы с Бассейном!) построены на 8 гектарах тропических садов. При встрече всем гостям предлагаются осовежающие коктейли, а в номере ждет цветочная ванна. Отсутствие загрязнений и чистый воздух позволяют отдыхающим безмятежно наблюдать за звездами и луной так, как будто они совсем близко. Чарующие виды залива Бадиан и гор высотой до 1000 метров - вся эта нетронутая природа острова и его окрестностей - идеальная атмосфера для релаксации. Всего в 5 минутах на лодке находится чудесный Коралловый Сад с восхитительным подводным миром."
67,InterContinental Mauritius Resort Balaclava Fort 5*,https://www.tury.ru/hotel/id/69715-intercontinental-mauritius-resort-balaclava-fort-grand-bay-grand-baie-mauritius?mpdf=&mpdt=&mpnf=0&mpnt=0,Гранд Бэй,Маврикий,8.00,
68,Bintan Lagoon Resort 5*,https://www.tury.ru/hotel/id/44889-bintan-lagoon-resort-bintan-island-indonesia?mpdf=&mpdt=&mpnf=0&mpnt=0,о.Бинтан,Индонезия,7.00,"Отель Bintan Lagoon Resort 5* (Бинтан Лагун Ресорт 5*) расположен на северо-западном побережье острова Бинтан.Трансфер из Сингапура составляет 1 час 20 минут – 55 минут на катамаране до острова и 25 минут на автомобиле от причала до отеля.Стильно оформленные виллы - идеальное место для семейного отдыха и совместного отдыха с друзьями.Резная мебель из красного дерева, традиционные индонезийские ткани и изделия мастеров используются во внутреннем убранстве вилл."
69,Asimina Suites Hotel Constantiniou Bros 5*,https://www.tury.ru/hotel/id/90667-asimina-suites-hotel-constantiniou-bros-paphos-town-cyprus?mpdf=&mpdt=&mpnf=0&mpnt=0,Пафос (город),Кипр,8.00,"Добро пожаловать в новую эпоху!Вознаграждая преданность наших ценных клиентов, мы имеем честь представить очаровательный мир нового отеля Constantinou Bros Asimina Suites (Асмина Сьютс) 5*, роскошного 5-звёздочного отеля с многокомнатными номерами.Совершенно новый дизайн номеров сюитс предлагает максимально высокий уровень удобств, в соответствии с гостеприимством и первоклассным окружением. Откройте для себя чудеса полнейшей роскоши и порадуйте себя отдыхом в мраморной ванне, современными красотами дизайна и изящного декора этих изысканных номеров сюитс."
70,Karma Kandara Villa 5*,https://www.tury.ru/hotel/id/66832-karma-kandara-villa-bali-indonesia?mpdf=&mpdt=&mpnf=0&mpnt=0,о.Бали,Индонезия,8.00,"Отель Karma Kandara 5* (Карма Кандара 5*) расположен на вершине прибрежных холмов в западной части полуострова Букит, южной части острова Бали, в 20-ти минутах езды на автомобиле от аэропорта города Кута - самой популярной туристической зоне острова. В переводе с санскрита слово ""Kandara"" означает ""пещерный храм"". Название говорит само за себя, поскольку из окон всех 46 эксклюзивных роскошных вилл открывается панорамный вид на кристалльно чистые лазурные воды Индийского океана и пляж с песком медового цвета. Красота окружающей природы ни с чем не сравнима - вдали поднимается священная гора Агунг, а рядом расположен один из самых известный балийских храмов - Улувату. Волшебными морскими пейзажами можно также любоваться и из окон ресторана отеля, устроившегося на самой вершине холма."
71,La Tour Hassan 5*,https://www.tury.ru/hotel/id/64122-la-tour-hassan-rabat-morocco?mpdf=&mpdt=&mpnf=0&mpnt=0,Рабат,Марокко,8.00,Отель La Tour Hassan 5* (Ла Тур Хассан 5*) считается одним из лучших в Рабате. Расположен в центре города. Здание выполнено в мароканском стиле.
72,Le Royal Mansour Meridien 5*,https://www.tury.ru/hotel/id/69768-le-royal-mansour-meridien-casablanca-morocco?mpdf=&mpdt=&mpnf=0&mpnt=0,Касабланка,Марокко,8.00,"Отель Le Royal Mansour Meridien 5* (Ле Рояль Мансур Меридьен 5*) расположен на avenue de l Armee Royale в деловом и торговом квартале города, недалеко от порта и Старого Города. Остановившись здесь, вы очутитесь в самом центре бурлящей финансовой столицы королевства Марокко, в нескольких шагах от узких улочек исторического центра, традиционных белоснежных домов и памятников культурного наследия страны, а также сможете в полной мере насладиться динамичным ритмом жизни современного города, посетить многочисленные бутики и магазины, рестораны и кафе, ночные клубы и бары. С какой бы целью вы не прибыли в Касабланку, в Le Royal Mansour Meridien вы найдете все необходимое для приятного отдыха и разнообразного времяпрепровождения. Подобно городу, в котором старинная медина сосуществует с грандиозными небоскребами, бизнес центрами и мерцающими тысячами огней ночными заведениями, отель также сочетает современные технические новинки и другие атрибуты комфорта международного класса с исконно марокканскими традициями, безупречным сервисом и беспримерным радушием."
73,Nairobi Safari Club 5*,https://www.tury.ru/hotel/id/69506-nairobi-safari-club-nairobi-kenya?mpdf=&mpdt=&mpnf=0&mpnt=0,Найроби,Кения,8.00,"Отель Nairobi Safari Club 5* (Найроби Сафари Клаб 5*) построен в 1984 году, является единственным отелем в столице Кении, где все номера относятся к классу люкс. Белоснежное 16-этажное здание расположено недалеко от деловых районов, торговых центров и различных достопримечательностей Найроби. Гостям не потребуется много времени, чтобы добраться до Центрального городского парка Найроби, музеев и галерей, театров, а также многочисленных ресторанов, клубов и казино. До 2001 года в отеле действовала закрытая клубная система, но сейчас он открыт для всех. Отель оформлен в классическом стиле, а оригинальные предметы интерьера придают неповторимый африканский колорит. Отель расположен в Найроби, в 45 минутах езды от международного аэропорта Jomo Kenyatta и в 20 минутах от аэропорта Wilson."
74,Occidental Grand Aruba - All Inclusive Resort 5*,https://www.tury.ru/hotel/id/42955-occidental-grand-aruba---all-inclusive-resort-palm-beach-aruba?mpdf=&mpdt=&mpnf=0&mpnt=0,Палм-Бич,Аруба,8.00,Occidental Grand Aruba Hotel 5* (Оксидетал Гранд Аруба Отель 5*) построили на нетронутых белых песках знаменитого пляжа Палм-Бич.
75,Stone Bridge 5*,https://www.tury.ru/hotel/id/69253-stone-bridge-skopje-city-macedonia?mpdf=&mpdt=&mpnf=0&mpnt=0,Скопье (город),Македония,8.00,"Передать и пережить незабываемые моменты в соединении культур Востока, Средиземноморья, Балкан и Европы поможет вам уникальный опыт отеля Stone Bridge (Стоун Бридж), расположенного в самом центре города, где прошлое встречается с настоящим, а традиции с повседневной жизнью. Утонченная архитектура, аристократическая грация и роскошь - этот отель по достоинству считается гордостью Скопье.От входа в отель до фойе, от баров и ресторан до номеров здесь все создает уникальное визуальное пространство, где чувствуется влияние Австро-Венгрии и Турции с их сиянием гламура и традиционными элементами культуры в сочетании с современным дизайном. Гармония формы и цвета создает непередаваемое ощущение. Интерьер отеля с элегантными композициями из мрамора, стекла, кристаллов и дерева создает чудесную, теплую и удивительную атмосферу. Если вы ищите место, где соединяются история и гостеприимство, то непременно должны остановиться в одном из номеров этого отеля."
76,The Waldorf Hilton 5*,https://www.tury.ru/hotel/id/85697-the-waldorf-hilton-greater-london-great-britain?mpdf=&mpdt=&mpnf=0&mpnt=0,Большой Лондон,Великобритания,8.00,"The Waldorf Hilton 5* (Валдорф Хилтон 5*) - роскошный отель, расположенный в Уэст-Энде Лондона, в 5 минутах от фантастических возможностей шоппинга в Ковент Гарден. Гости отеля могут наслаждаться изысканными обедами в ресторане Homage Grand Salon, заниматься в тренажерном зале или плавать в бассейне. Для ведения бизнеса отель предлагает 7 просторных, полностью оснащенных конференц-залов. Самы знаменитые лондонские достопримечательности расположены в радиусе 1 мили, поэтому Вы можете запросто посетить Трафальгарскую площадь, London Eye или представление в театре, не потратив много времени на дорогу."
77,Grand Hotel Plaza 5*,https://www.tury.ru/hotel/id/64309-grand-hotel-plaza-rome-italy?mpdf=&mpdt=&mpnf=0&mpnt=0,Рим,Италия,7.00,
78,Sheraton Club des Pins Resort and Towers 5*,https://www.tury.ru/hotel/id/71224-sheraton-club-des-pins-resort-and-towers-alger-city-algeria?mpdf=&mpdt=&mpnf=0&mpnt=0,Алжир (город),Алжир,7.00,"Отель Sheraton Club des Pins Resort and Towers (Шератон Клаб де Пин Резорт энд Тауэрс) является единственным отелем в столице Алжира, расположенным на побережье. Это один из самых лучших отелей страны. Расположен в западной части города. Отель находится недалеко от основных достопримечательностей столицы."
79,Attaleia Shine Tennis Spa Luxury 5*,https://www.tury.ru/hotel/id/54995-attaleia-shine-tennis-spa-luxury-belek-turkey?mpdf=&mpdt=&mpnf=0&mpnt=0,Белек,Турция,7.60,"Attaleia Shine Luxury Hotel – новый уникальный элитный отель, где окунаешься в подлинную роскошь, а отдых становится истинным наслаждением. Открытый в 2008 году, он занимает площадь 80 000 кв. м. Отель предназначен для гостей VIP класса, является настоящим символом изысканности и богатства. Это шикарный отель, предлагающий эксклюзивный сервис и первоклассную кухню, он олицетворяет традиции дворцового стиля. Отельный комплекс состоит из двух 5-ти и 6-этажных зданий, соединенных между собой, каждое из которых оснащено 2 панорамными лифтами."
80,Rabat 5*,https://www.tury.ru/hotel/id/64121-rabat-rabat-morocco?mpdf=&mpdt=&mpnf=0&mpnt=0,Рабат,Марокко,6.00,
81,Alfajiri Villas and House 5*,https://www.tury.ru/hotel/id/69459-alfajiri-villas-and-house-mombasa-kenya?mpdf=&mpdt=&mpnf=0&mpnt=0,Момбаса,Кения,10.0,"Отель Alfajiri Villas and House (Алфаджири Виллас энд Хаус) 5* расположен на берегу Индийского океана, на знаменитом пляже Diani Beach, в часе перелета на самолете от Момбасы. Alfajiri Villas – частный отель, принадлежащий Фабрицио Молинаро, итальянцу, вот уже более 20 лет живущему в Кении. Отель состоит из трех больших комфортабельных вилл, расположенных в окружении сада из тропический растений и пальмовых деревьев."
82,Jumeirah Zabeel Saray 5*,https://www.tury.ru/hotel/id/98844-jumeirah-zabeel-saray-palm-jumeirah-uae?mpdf=&mpdt=&mpnf=0&mpnt=0,Пальма Джумейра,ОАЭ,10.0,"Jumeirah Zabeel Saray Hotel 5* (Джумейра Зэбил Сарай Отель 5*) расположен в западной части Пальм Джумейра (Palm Jumeirah) в Дубае и является по-настоящему роскошным пляжным отелем.Jumeirah Zabeel Saray - этот отель-дворец, предлагает своим гостям поистине королевский прием в самых лучших традициях турецкого гостеприимства. Величественная архитектура великолепной эпохи Османской империи, с колоннами и куполами, роскошные виллы и номера, широчайшие возможности инфраструктуры, волнующие виды на Аравийский залив и впечатляющие горизонты Дубая создают все условия для уникального изысканного отдыха."
83,Kupu Kupu Barong Villas & Spa by LOccitane 5*,https://www.tury.ru/hotel/id/50764-kupu-kupu-barong-villas-spa-by-loccitane-ubud-indonesia?mpdf=&mpdt=&mpnf=0&mpnt=0,Убуд,Индонезия,10.0,
84,Sandals Negril Beach Resort & Spa 5*,https://www.tury.ru/hotel/id/36200-sandals-negril-beach-resort-spa-jamaica?mpdf=&mpdt=&mpnf=0&mpnt=0,Негрил,Ямайка,10.0,"Sandals Negril Beach Resort & Spa (Сандалс Негрил Бич Резорт & Спа) расположен на самой длинной и самой лучшей части знаменитого семимильного пляжа курортного района Негрил. Наслаждаясь свободой и элегантностью на босу ногу, влюбленные окунутся в расслабленную романтическую атмосферу этого шикарного отеля. Основным видом спорта здесь является дайвинг, которому можно предпочесть разве что наслаждение музыкой Боба Марли с бокалом коктейля Rumrunner в руке. Чрезвычайной популярностью пользуются также блюда 6 изысканных ресторанов и процедуры в салоне Red Lane Spa. Исключительно разнообразны категории номеров: курорт предлагает несравненные двухэтажные номера люксы Loft Suites, роскошные Plantation Suites и Beachfront Swim-Up River Suites, где Ваш персональный бассейн начинается прямо у дверей номера. Обстановку тропической роскоши внутри дополняют 2 плазменных телевизора и изящная мебель в стиле колониальной эпохи. Расслабьтесь и отдохните в самом ярком и беспечном уголке Ямайки!"
85,The Montcalm,https://www.tury.ru/hotel/id/34204-the-montcalm-greater-london-great-britain?mpdf=&mpdt=&mpnf=0&mpnt=0,Большой Лондон,Великобритания,10.0,Отель-бутик The Montcalm (Монткалм) расположен в центре Лондона рядом с Мраморной Аркой и Гайд-Парком на тихой боковой улице.
86,Bali Hyatt 5*,https://www.tury.ru/hotel/id/18734-bali-hyatt-bali-indonesia?mpdf=&mpdt=&mpnf=0&mpnt=0,о.Бали,Индонезия,9.86,"Bali Hyatt 5* (Бали Хайят 5*) - один из первых отелей построенных на Бали, расположен на восточном побережье острова, на 6 километровом пляже Sanur Beach (Санур Бич), в 20 минутах езды (15 км) от аэропорта и в 10 минутах езды от столицы Бали - Денпасара.Комплекс Bali Hyatt, расположившийся на 14,5 га тропического сада на побережье Индийского океана построен в традиционном балинезийском стиле состоит из 3 корпусов основного здания, названных именами прекрасных тропических цветов: Hibiscus, Frangipani и Bougainvillea, а также клубного корпуса Regency Club с собственной стойкой регистрации и клубной гостиной, в которой для гостей клубных номеров сервируется завтрак, послеобеденный чай и вечерние коктейли.Элегантные строения с соломенными крышами, задуманные в стиле традиционной балинезийской деревни, укрылись в тени роскошного тропического сада и окружены заросшими лотосом искусственными прудами и бассейнами.В отеле есть все необходимое для отдыха с детьми, занятий разнообразными видами спорта и развлечений, а также организации массовых мероприятий и роскошных свадебных церемоний и торжеств."
87,Gran Bahia Principe Turquesa 5*,https://www.tury.ru/hotel/id/73031-gran-bahia-principe-turquesa-punta-cana-dominican-republic?mpdf=&mpdt=&mpnf=0&mpnt=0,Пунта-Кана,Доминикана,9.50,"Отель Gran Bahia Principe Turquesa 5* рассчитан на самых взыскательных клиентов, которым важен высокий уровень индивидуального сервиса в сочетании с комфортом. Отель принадлежит комплексу Gran Bahia Principe Bavaro Resort. От основного комплекса отличается наличием отдельного ресторана и бассейна, закрытых для других. Отель идеально подходит для спокойного отдыха и для медового месяца. Почувствуйте свой статус в этом по-настоящему королевском раю! Отель находится в 30 минутах езды от аэропорта Punta Cana и в 120 минутах езды от аэропорта La Romana."
88,Neptune Pwani Beach Resort & Spa 5*,https://www.tury.ru/hotel/id/60171-neptune-pwani-beach-resort-spa-zanzibar-tanzania?mpdf=&mpdt=&mpnf=0&mpnt=0,Занзибар,Танзания,9.27,"Отель Neptune Pwani Beach Resort & Spa 5* (Нептьюн Пвани Бич резорт энд СПА 5*) - новый, построен в апреле 2007 года, расположен на восточном побережье Занзибара, в 40 км от аэропорта, 45 минут езды от Стоун Таун."
89,Grecotel Creta Palace 5*,https://www.tury.ru/hotel/id/56398-grecotel-creta-palace-crete-greece?mpdf=&mpdt=&mpnf=0&mpnt=0,Крит,Греция,9.15,
90,Anantara Muine Resort & Spa 5*,https://www.tury.ru/hotel/id/66191-anantara-muine-resort-amp-spa-mui-ne-vietnam?mpdf=&mpdt=&mpnf=0&mpnt=0,Муйне,Вьетнам,9.12,
91,Danieli 5*,https://www.tury.ru/hotel/id/70007-danieli-venice-italy?mpdf=&mpdt=&mpnf=0&mpnt=0,Венеция,Италия,8.00,"Danieli 5* - один из лучших отелей Венеции, расположенный на престижной улице Рива дель Счиавони и в 6 км от аэропорта Marco Polo. В 2007 году он был внесен в Золотой Список справочника Conde Nast Traveler. Здание отеля Danieli хранит в себе многовековую историю. Оно было построено в XIV веке и некогда было домом семьи дожа Дандоло. Тонкотканые ковры, люстры из муранского стекла, резные колонны из розового мрамора, витражи, высокие потолки, украшенные золотыми листьями, подчеркивают величие лестницы фойе. За резными дверями вас ждут булыжные мостовые, знаменитые каналы и Площадь Святого Марка. Престижное окружение, античная мебель, комфорт 225 гостевых номеров отражают богатую культуру города."
92,Atrium Prestige Thalasso Spa Resort and Villas 5*,https://www.tury.ru/hotel/id/70944-atrium-prestige-thalasso-spa-resort-and-villas-rhodes-greece?mpdf=&mpdt=&mpnf=0&mpnt=0,Родос,Греция,6.73,"Отель Atrium Prestige Thalasso Spa Resort and Villas (Атриум Престиж Талассо СПА Резорт энд Виллас) 5* расположен на юго-востоке о-ва Родос, в 75 км от г. Родос и главного порта, в районе Лаханья, на уединенном песчаном пляже в окружении девственной природы. Расстояние до Прассониси - рая для виндсерферов - 18 км, до г. Линдоса - исторического и культурного центра – 30 км. Аэропорт находится примерно в 77 км."
93,Amandari 5*,https://www.tury.ru/hotel/id/75712-amandari-bali-indonesia?mpdf=&mpdt=&mpnf=0&mpnt=0,о.Бали,Индонезия,,
94,Amankila 5*,https://www.tury.ru/hotel/id/69179-amankila-bali-indonesia?mpdf=&mpdt=&mpnf=0&mpnt=0,о.Бали,Индонезия,,
95,Aruba Marriott Resort and Stellaris Casino,https://www.tury.ru/hotel/id/42953-aruba-marriott-resort-and-stellaris-casino-palm-beach-aruba?mpdf=&mpdt=&mpnf=0&mpnt=0,Палм-Бич,Аруба,,"Aruba Marriott Resort and Stellaris Casino Hotel 5s*(Аруба Марриотт Резорт энд Стелларис Казино Отель 5s*)- расположился вдоль бирюзового Карибского моря, на пляже Палм-Бич, недалеко от магазинов и исторического центра.Не так давно Aruba Marriott Resort and Stellaris Casino был реконструирован. Полностью переделанные номера, одни из самых просторных на Арубе. Отель предлагает повышенные удобства, включая всемирно известное Ruth's Chris Steak House, Mandara Spa с острова Бали и 24-часовую работу казино Stellaris."
96,Bedarra Island Resort 5*,https://www.tury.ru/hotel/id/62323-bedarra-island-resort-bedarra-island-australia?mpdf=&mpdt=&mpnf=0&mpnt=0,Бидарра Айленд,Австралия,,"Эксклюзивный отель Bedarra Island Resort 5* расположен на острове Bedarra на северо-восточном побережье, между Таунсвиллем и Кейрнсом, по соседству с островом Dunk, в окружении уникального тропического леса. Максимально возможное число гостей на острове – 32 человека, которые с комфортом могут разместиться на 16 уединенно стоящих виллах, спрятанных за тропическими деревьями от посторонних глаз и находящихся всего в нескольких минутах ходьбы от пляжа."
97,Beverly Hills 5*,https://www.tury.ru/hotel/id/45269-beverly-hills-durban-rsa?mpdf=&mpdt=&mpnf=0&mpnt=0,Дурбан,ЮАР,,"Отель Beverly Hills 5* (Беверли Хиллз 5*) - предоставляет своим гостям отличный сервис класса люкс. Расположен на побережье Индийского океана, на песчанном, мало изведанном туристами пляже."
98,Brisbane Hilton 5*,https://www.tury.ru/hotel/id/69098-brisbane-hilton-brisbane-australia?mpdf=&mpdt=&mpnf=0&mpnt=0,Брисбен,Австралия,,
99,Calistoga Ranch 5*,https://www.tury.ru/hotel/id/90912-calistoga-ranch-california-usa?mpdf=&mpdt=&mpnf=0&mpnt=0,Калифорния,США,,"Calistoga Ranch (Калистога Ранч) является лучшим винным отелем (по оценкам Mr and Mrs Smith). Он находится в долине Напа - сердце виноделия в США. Calistoga Ranch - это 48 уютных бунгало, окутанных со всех сторон дубами и соснами. Винная карта местного ресторана по количеству страниц может поспорить с произведениями известных писателей. Именно её чтение - главное здешние развлечение! Ведь люди приезжают сюда именно ради вина. Желающие даже могут присоединиться к сбору урожая или обрезке лозы."
